UKPRN,Institution,SortOrder,MainPanel,UOA,UnitOfAssessment,msubId,MultipleSubmission,JointSubmission,Profile,StaffFte,FourStar,ThreeStar,TwoStar,OneStar,Unclassified,n_submission,p,pp_top_prop
10005343,Queen's University Belfast,7600,B,10,Mathematical Sciences, ,,,Outputs,12,7.1,61.9,31,0,0,42,36,0.173582051
10005343,Queen's University Belfast,7600,B,11,Computer Science and Informatics, ,,,Outputs,21.2,12.5,56.7,27,3.8,0,104,72,0.239923643
10005343,Queen's University Belfast,7600,B,12,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering", ,,,Outputs,49.5,10.5,74.8,14.7,0,0,143,123,0.159461866
10005343,Queen's University Belfast,7600,B,13,"Electrical and Electronic Engineering, Metallurgy and Materials", ,,,Outputs,33.8,23.3,65.4,9,2.3,0,133,117,0.169269223
10005343,Queen's University Belfast,7600,B,14,Civil and Construction Engineering, ,,,Outputs,33.65,6.2,61.2,31.8,0.8,0,129,111,0.143764422
10005343,Queen's University Belfast,7600,C,16,"Architecture, Built Environment and Planning", ,,,Outputs,30.6,23.3,45.6,25.3,5.8,0,103,43,0.089757439
10005343,Queen's University Belfast,7600,C,17,"Geography, Environmental Studies and Archaeology", ,,,Outputs,30.8,20.9,34.1,34.9,9.3,0.8,129,77,0.258821496
10005343,Queen's University Belfast,7600,C,19,Business and Management Studies, ,,,Outputs,54.33,20.7,44.5,32.1,2.7,0,184,152,0.142607858
10005343,Queen's University Belfast,7600,C,20,Law, ,,,Outputs,31,24.8,43.8,30.4,1,0,105,30,0.202962963
10005343,Queen's University Belfast,7600,C,21,Politics and International Studies, ,,,Outputs,32.4,14.5,35.1,44.4,6,0,117,40,0.125
10005343,Queen's University Belfast,7600,C,22,Social Work and Social Policy, ,,,Outputs,26.6,12.5,50,33.3,3.2,1,96,64,0.100367647
10005343,Queen's University Belfast,7600,C,23,Sociology, ,,,Outputs,24.6,13.2,45,40.7,1.1,0,91,51,0.160400725
10005343,Queen's University Belfast,7600,C,24,Anthropology and Development Studies, ,,,Outputs,14.5,19,31,45.2,4.8,0,42,9,0.111904762
10005343,Queen's University Belfast,7600,C,25,Education, ,,,Outputs,22.8,25.3,54.2,16.9,3.6,0,83,42,0.066666667
10005343,Queen's University Belfast,7600,D,28,Modern Languages and Linguistics, ,,,Outputs,23.4,28,48.8,20.8,2.4,0,82,16,0.180223543
10005343,Queen's University Belfast,7600,D,29,English Language and Literature, ,,,Outputs,39.8,28.3,41.4,25.5,4.1,0.7,145,19,0.06231236
10005343,Queen's University Belfast,7600,D,30,History, ,,,Outputs,29.65,30.9,44.6,20.9,3.6,0,110,20,0.141289986
10005343,Queen's University Belfast,7600,D,32,Philosophy, ,,,Outputs,6,17.6,53,29.4,0,0,17,9,0.112744701
10005343,Queen's University Belfast,7600,D,35,"Music, Drama, Dance and Performing Arts", ,,,Outputs,34.5,18.6,39,36.5,5.9,0,118,19,0.055709386
10005500,Robert Gordon University,6830,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy", ,,(joint submission with University of the Highlands and Islands),Outputs,13.5,12,45.3,40,2.7,0,54,47,0.021276596
10005500,Robert Gordon University,6830,B,11,Computer Science and Informatics, ,,,Outputs,18.75,0,30.6,55.5,13.9,0,72,24,0.041666667
10005500,Robert Gordon University,6830,B,15,General Engineering, ,,,Outputs,14,8.5,42.6,48.9,0,0,47,41,0.145646747
10005500,Robert Gordon University,6830,C,16,"Architecture, Built Environment and Planning", ,,,Outputs,14.6,1.9,14.8,40.7,38.9,3.7,54,6,0.008409786
10005500,Robert Gordon University,6830,C,19,Business and Management Studies, ,,,Outputs,6.9,9.7,32.2,51.6,3.3,3.2,31,20,0.1
10005500,Robert Gordon University,6830,C,20,Law, ,,,Outputs,9,6.9,27.6,41.4,20.7,3.4,29,1,0
10005500,Robert Gordon University,6830,C,21,Politics and International Studies, ,,,Outputs,5.2,8.3,50,33.4,8.3,0,24,10,0.1
10005500,Robert Gordon University,6830,D,34,"Art and Design: History, Practice and Theory", ,,,Outputs,9,0,20,51.4,25.7,2.9,34,2,0
10005500,Robert Gordon University,6830,D,36,"Communication, Cultural and Media Studies, Library and Information Management", ,,,Outputs,10.7,16.7,38.1,33.3,11.9,0,42,20,0.1
10005523,Rose Bruford College,1530,D,35,"Music, Drama, Dance and Performing Arts", ,,,Outputs,5.9,10.7,42.9,25,14.3,7.1,28,1,0.031456954
10005545,Royal Agricultural University,1550,A,6,"Agriculture, Veterinary and Food Science", ,,,Outputs,12,4.3,6.3,42.6,34,12.8,47,31,0.218494624
10005553,"Royal Holloway, University of London",1580,A,4,"Psychology, Psychiatry and Neuroscience", ,,,Outputs,23.25,41.5,47.5,11,0,0,82,78,0.414700855
10005553,"Royal Holloway, University of London",1580,A,5,Biological Sciences, ,,,Outputs,24,18.5,58,21,2.5,0,81,79,0.40466655
10005553,"Royal Holloway, University of London",1580,B,7,Earth Systems and Environmental Sciences, ,,,Outputs,24.95,19.2,71.7,9.1,0,0,99,93,0.408602151
10005553,"Royal Holloway, University of London",1580,B,9,Physics, ,,,Outputs,24.9,17.8,66.4,15.8,0,0,101,97,0.311246485
10005553,"Royal Holloway, University of London",1580,B,10,Mathematical Sciences, ,,,Outputs,14,10.7,78.6,10.7,0,0,56,44,0.161824189
10005553,"Royal Holloway, University of London",1580,B,11,Computer Science and Informatics, ,,,Outputs,24.45,32.2,54.5,12.2,0,1.1,90,54,0.170366677
10005553,"Royal Holloway, University of London",1580,C,17,"Geography, Environmental Studies and Archaeology", ,,,Outputs,23.7,26.7,51.1,21.1,1.1,0,90,74,0.474180182
10005553,"Royal Holloway, University of London",1580,C,18,Economics and Econometrics, ,,,Outputs,14.4,35.3,45.1,15.7,1.9,2,51,43,0.251162791
10005553,"Royal Holloway, University of London",1580,C,19,Business and Management Studies, ,,,Outputs,41.85,23.8,50,23.2,3,0,168,126,0.189676162
10005553,"Royal Holloway, University of London",1580,C,21,Politics and International Studies, ,,,Outputs,23.8,10.8,56.7,27.7,4.8,0,83,37,0.069305019
10005553,"Royal Holloway, University of London",1580,D,28,Modern Languages and Linguistics, ,,,Outputs,24.5,29.9,39.1,28.7,2.3,0,86,9,0.071386385
10005553,"Royal Holloway, University of London",1580,D,29,English Language and Literature, ,,,Outputs,25.7,32.6,34.8,30.4,2.2,0,92,5,0.012971138
10005553,"Royal Holloway, University of London",1580,D,30,History, ,,,Outputs,32.3,17.6,39.2,40.8,1.6,0.8,125,36,0.16834478
10005553,"Royal Holloway, University of London",1580,D,31,Classics, ,,,Outputs,9.4,18.2,39.4,33.3,9.1,0,33,4,0.131676275
10005553,"Royal Holloway, University of London",1580,D,35,"Music, Drama, Dance and Performing Arts",A,Drama and theatre,,Outputs,15.33,33.3,45.6,19.3,0,1.8,57,10,0.004092441
10005553,"Royal Holloway, University of London",1580,D,35,"Music, Drama, Dance and Performing Arts",B,Music,,Outputs,18.4,43.8,41.1,9.6,1.4,4.1,73,13,0.409432234
10005553,"Royal Holloway, University of London",1580,D,36,"Communication, Cultural and Media Studies, Library and Information Management", ,,,Outputs,13.2,40,33.3,24.5,2.2,0,45,6,0.230555556
10005561,Royal Conservatoire of Scotland,6840,D,35,"Music, Drama, Dance and Performing Arts", ,,,Outputs,14.78,21,37.1,30.6,9.7,1.6,62,1,0
10005700,SRUC,6860,A,6,"Agriculture, Veterinary and Food Science", ,,(joint submission with University of Edinburgh),Outputs,57.37,17.7,47.8,31.9,2.1,0.5,208,197,0.192637343
10005790,Sheffield Hallam University,1670,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy", ,,,Outputs,22.75,17.3,48.1,33.4,1.2,0,81,64,0.145249369
10005790,Sheffield Hallam University,1670,A,5,Biological Sciences, ,,,Outputs,16.2,7.8,45.1,43.2,3.9,0,51,50,0.2858
10005790,Sheffield Hallam University,1670,B,13,"Electrical and Electronic Engineering, Metallurgy and Materials", ,,,Outputs,31.2,2.7,59.1,34.6,2.7,0.9,110,99,0.163306222
10005790,Sheffield Hallam University,1670,C,16,"Architecture, Built Environment and Planning", ,,,Outputs,19.2,29.1,46.8,21.6,1.2,1.3,79,43,0.103557941
10005790,Sheffield Hallam University,1670,C,19,Business and Management Studies, ,,,Outputs,6.8,3.6,46.4,35.7,14.3,0,28,18,0.254695767
10005790,Sheffield Hallam University,1670,C,25,Education, ,,,Outputs,12.4,15.4,55.8,25,1.9,1.9,52,30,0.104614979
10005790,Sheffield Hallam University,1670,C,26,"Sport and Exercise Sciences, Leisure and Tourism", ,,,Outputs,32,10.9,47.9,29.4,10.1,1.7,118,69,0.191888569
10005790,Sheffield Hallam University,1670,D,29,English Language and Literature, ,,,Outputs,21.39,14.9,40.5,39.2,5.4,0,74,7,0.196351349
10005790,Sheffield Hallam University,1670,D,30,History, ,,,Outputs,15,32.7,41.8,23.7,0,1.8,55,20,0.070255323
10005790,Sheffield Hallam University,1670,D,34,"Art and Design: History, Practice and Theory", ,,,Outputs,24.46,33.3,37.5,27.1,2.1,0,93,12,0
10005790,Sheffield Hallam University,1670,D,36,"Communication, Cultural and Media Studies, Library and Information Management", ,,,Outputs,24.8,14.5,34.9,24.1,26.5,0,83,23,0.109230211
10006022,Southampton Solent University,1690,B,15,General Engineering, ,,,Outputs,8.5,0,24.3,40.6,27,8.1,37,13,0
10006022,Southampton Solent University,1690,C,26,"Sport and Exercise Sciences, Leisure and Tourism", ,,,Outputs,6,0,15,40,20,25,19,7,0.142857143
10006022,Southampton Solent University,1690,D,34,"Art and Design: History, Practice and Theory", ,,,Outputs,15.85,4.9,29.7,38.2,16.1,11.1,81,9,0.044688645
10006022,Southampton Solent University,1690,D,36,"Communication, Cultural and Media Studies, Library and Information Management", ,,,Outputs,5.2,8.3,29.2,25,20.8,16.7,23,2,0
10006299,Staffordshire University,1700,A,4,"Psychology, Psychiatry and Neuroscience", ,,,Outputs,13.8,2.4,19,57.2,16.6,4.8,42,37,0.084459459
10006299,Staffordshire University,1700,B,11,Computer Science and Informatics, ,,,Outputs,7.8,0,6.5,51.6,41.9,0,30,12,0.083333333
10006299,Staffordshire University,1700,B,15,General Engineering, ,,,Outputs,8.4,2.6,47.4,44.7,5.3,0,38,27,0.046360153
10006299,Staffordshire University,1700,C,19,Business and Management Studies, ,,,Outputs,7.3,3,39.4,36.4,21.2,0,33,21,0.154761905
10006299,Staffordshire University,1700,C,25,Education, ,,,Outputs,6.75,25,46.4,17.9,10.7,0,28,25,0.091524959
10006299,Staffordshire University,1700,C,26,"Sport and Exercise Sciences, Leisure and Tourism", ,,,Outputs,13.4,7.9,42.1,44.7,5.3,0,38,31,0.065727613
10006299,Staffordshire University,1700,D,36,"Communication, Cultural and Media Studies, Library and Information Management", ,,,Outputs,13.5,7.3,20,29.1,40,3.6,55,17,0.059022931
10006427,University for the Creative Arts,340,D,34,"Art and Design: History, Practice and Theory", ,,,Outputs,20.75,14.4,40.4,33.7,7.7,3.8,104,7,0.148809524
10006566,The University of West London,1810,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy", ,,,Outputs,14.7,7.9,31.8,36.5,23.8,0,63,37,0.244446133
10006566,The University of West London,1810,B,11,Computer Science and Informatics, ,,,Outputs,10,0,11.8,52.9,35.3,0,34,6,0
10006566,The University of West London,1810,C,25,Education, ,,,Outputs,3.9,7.7,30.8,53.8,7.7,0,13,6,0.166666667
10006566,The University of West London,1810,D,35,"Music, Drama, Dance and Performing Arts", ,,,Outputs,4.5,10,30,25,30,5,20,1,0
10006566,The University of West London,1810,D,36,"Communication, Cultural and Media Studies, Library and Information Management", ,,,Outputs,2.6,NULL,NULL,NULL,NULL,NULL,11,1,0
10006840,University of Birmingham,70,A,1,Clinical Medicine, ,,,Outputs,164.15,17,55.7,24.6,1.1,1.6,619,576,0.34547451
10006840,University of Birmingham,70,A,2,"Public Health, Health Services and Primary Care", ,,,Outputs,44.7,24.7,50,22.7,2.6,0,154,135,0.494617872
10006840,University of Birmingham,70,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy", ,,,Outputs,15.9,19.7,78.8,1.5,0,0,66,60,0.159666667
10006840,University of Birmingham,70,A,4,"Psychology, Psychiatry and Neuroscience", ,,,Outputs,40.8,36.6,45.8,16.9,0,0.7,153,137,0.331689612
10006840,University of Birmingham,70,A,5,Biological Sciences, ,,,Outputs,42.8,35,59.3,2.8,0.8,2.1,140,138,0.278038064
10006840,University of Birmingham,70,B,7,Earth Systems and Environmental Sciences, ,,,Outputs,28.2,17,72.6,10.4,0,0,106,106,0.358042574
10006840,University of Birmingham,70,B,8,Chemistry, ,,,Outputs,28,13.8,81.6,4.6,0,0,109,108,0.304684247
10006840,University of Birmingham,70,B,9,Physics, ,,,Outputs,39,22.9,67.5,9,0.6,0,157,150,0.514676768
10006840,University of Birmingham,70,B,10,Mathematical Sciences, ,,,Outputs,40,20.5,67.6,11.2,0,0.7,151,140,0.1281957
10006840,University of Birmingham,70,B,11,Computer Science and Informatics, ,,,Outputs,40.6,28.7,49.6,19.8,0.6,1.3,157,73,0.228578752
10006840,University of Birmingham,70,B,12,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering",A,Mechanical Engineering,,Outputs,21,16,65.5,18.5,0,0,81,78,0.14
10006840,University of Birmingham,70,B,12,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering",B,Chemical Engineering,,Outputs,32.5,14,65.8,20.2,0,0,114,111,0.121557272
10006840,University of Birmingham,70,B,13,"Electrical and Electronic Engineering, Metallurgy and Materials",A,"Electronic, Electrical and computer engineering",,Outputs,26.2,12,66.7,18.5,1.9,0.9,108,101,0.093832915
10006840,University of Birmingham,70,B,13,"Electrical and Electronic Engineering, Metallurgy and Materials",B,Metallurgy and Materials,,Outputs,29.1,19.2,65.8,10,4.2,0.8,120,113,0.259313106
10006840,University of Birmingham,70,B,14,Civil and Construction Engineering, ,,,Outputs,18.1,6,59.7,28.3,6,0,67,61,0.115055846
10006840,University of Birmingham,70,C,17,"Geography, Environmental Studies and Archaeology", ,,,Outputs,25,24.5,41.8,30.6,3.1,0,98,88,0.363689648
10006840,University of Birmingham,70,C,18,Economics and Econometrics, ,,,Outputs,24.2,7.6,58.2,32.9,1.3,0,79,61,0.132339791
10006840,University of Birmingham,70,C,19,Business and Management Studies, ,,,Outputs,53.1,17.2,39.7,35.3,7.3,0.5,204,134,0.047856913
10006840,University of Birmingham,70,C,20,Law, ,,,Outputs,31.79,27.6,44,25.8,2.6,0,116,23,0.147649291
10006840,University of Birmingham,70,C,21,Politics and International Studies, ,,,Outputs,47.07,10.6,39.1,37.9,11.8,0.6,161,85,0.118043168
10006840,University of Birmingham,70,C,22,Social Work and Social Policy, ,,,Outputs,34.5,21.3,45.1,28.7,4.1,0.8,122,64,0.181414434
10006840,University of Birmingham,70,C,25,Education, ,,,Outputs,23.7,38.2,38.3,19.6,3.9,0,102,62,0.234278674
10006840,University of Birmingham,70,C,26,"Sport and Exercise Sciences, Leisure and Tourism", ,,,Outputs,34.4,43.2,40.7,15.3,0.8,0,118,96,0.230318419
10006840,University of Birmingham,70,D,27,Area Studies, ,,,Outputs,7.6,38.5,50,11.5,0,0,26,11,0.005427408
10006840,University of Birmingham,70,D,28,Modern Languages and Linguistics, ,,,Outputs,33.1,21.7,50.4,25.6,2.3,0,129,20,0.189132076
10006840,University of Birmingham,70,D,29,English Language and Literature, ,,,Outputs,37.2,32.5,47.2,17.9,2.4,0,123,21,0.194825745
10006840,University of Birmingham,70,D,30,History, ,,,Outputs,37.2,40.1,40.2,19.7,0,0,136,32,0.17048107
10006840,University of Birmingham,70,D,31,Classics, ,,,Outputs,20,32.9,40.8,25,1.3,0,76,5,0.210463576
10006840,University of Birmingham,70,D,32,Philosophy, ,,,Outputs,14,37,38.9,20.4,3.7,0,54,24,0.403515573
10006840,University of Birmingham,70,D,33,Theology and Religious Studies, ,,,Outputs,9,52.9,14.7,26.5,5.9,0,34,6,0.007605916
10006840,University of Birmingham,70,D,34,"Art and Design: History, Practice and Theory", ,,,Outputs,6.2,33.3,41.7,20.8,4.2,0,24,8,0.206343633
10006840,University of Birmingham,70,D,35,"Music, Drama, Dance and Performing Arts",A,Music,,Outputs,10.2,50,37.5,12.5,0,0,39,8,0.43828125
10006840,University of Birmingham,70,D,35,"Music, Drama, Dance and Performing Arts",B,Drama,,Outputs,6,33.3,47.7,14.2,0,4.8,21,2,0.115728477
10006841,University of Bolton,110,A,4,"Psychology, Psychiatry and Neuroscience", ,,,Outputs,5.3,4.2,25,62.5,8.3,0,24,18,0.177380952
10006841,University of Bolton,110,B,15,General Engineering, ,,,Outputs,14,9.7,61.3,29,0,0,62,60,0.13530303
10006841,University of Bolton,110,C,16,"Architecture, Built Environment and Planning", ,,,Outputs,4.2,5.3,15.8,26.3,52.6,0,19,3,0.333333333
10006841,University of Bolton,110,C,22,Social Work and Social Policy, ,,,Outputs,4.1,0,12.5,50,29.2,8.3,24,8,0.125
10006841,University of Bolton,110,C,25,Education, ,,,Outputs,7.4,2.9,22.8,48.6,17.1,8.6,34,5,0.145486726
10006841,University of Bolton,110,D,36,"Communication, Cultural and Media Studies, Library and Information Management", ,,,Outputs,7.8,2.9,20.6,23.6,47,5.9,34,7,0.002857143
10006842,University of Liverpool,820,A,1,Clinical Medicine, ,,(joint submission with Liverpool School of Tropical Medicine),Outputs,143.5,16.4,54.8,27.1,1,0.7,480,441,0.326773442
10006842,University of Liverpool,820,A,2,"Public Health, Health Services and Primary Care", ,,,Outputs,31.3,19.3,39.5,33.3,4.4,3.5,114,93,0.409009106
10006842,University of Liverpool,820,A,4,"Psychology, Psychiatry and Neuroscience", ,,,Outputs,33,23.1,45.4,27.8,3.7,0,108,101,0.357025701
10006842,University of Liverpool,820,A,5,Biological Sciences, ,,,Outputs,18,19,63.8,17.2,0,0,58,51,0.450980392
10006842,University of Liverpool,820,A,6,"Agriculture, Veterinary and Food Science", ,,,Outputs,54.64,23.3,51.7,23.9,1.1,0,180,176,0.38578782
10006842,University of Liverpool,820,B,7,Earth Systems and Environmental Sciences, ,,,Outputs,24.8,22.9,60.9,16.2,0,0,105,101,0.421902223
10006842,University of Liverpool,820,B,8,Chemistry, ,,,Outputs,34,44.5,54.7,0.8,0,0,119,119,0.548264306
10006842,University of Liverpool,820,B,9,Physics, ,,,Outputs,34.3,17.4,73.2,8,0.7,0.7,138,137,0.435084809
10006842,University of Liverpool,820,B,10,Mathematical Sciences, ,,,Outputs,39.63,14.2,57.4,27.7,0.7,0,134,116,0.11083663
10006842,University of Liverpool,820,B,11,Computer Science and Informatics, ,,,Outputs,24,39.4,56.3,4.3,0,0,94,63,0.078039543
10006842,University of Liverpool,820,B,13,"Electrical and Electronic Engineering, Metallurgy and Materials", ,,,Outputs,24,18.4,72.4,9.2,0,0,76,72,0.263888889
10006842,University of Liverpool,820,B,15,General Engineering, ,,,Outputs,34,13.6,82.5,3.9,0,0,103,102,0.303518132
10006842,University of Liverpool,820,C,16,"Architecture, Built Environment and Planning", ,,,Outputs,22.2,39.5,39.5,21,0,0,81,33,0.064704944
10006842,University of Liverpool,820,C,17,"Geography, Environmental Studies and Archaeology",A,Geography and Environmental studies,,Outputs,33,16.2,44.8,32.3,6.7,0,105,92,0.236790717
10006842,University of Liverpool,820,C,17,"Geography, Environmental Studies and Archaeology",B,Archaeology,,Outputs,16,30.2,44.4,25.4,0,0,63,19,0.26319538
10006842,University of Liverpool,820,C,19,Business and Management Studies, ,,,Outputs,45.15,8.9,52.2,36.4,1.9,0.6,156,133,0.150403432
10006842,University of Liverpool,820,C,20,Law, ,,,Outputs,20,16.7,56.2,25,2.1,0,48,10,0.1
10006842,University of Liverpool,820,C,21,Politics and International Studies, ,,,Outputs,5,15,20,45,20,0,20,10,0.2
10006842,University of Liverpool,820,C,22,Social Work and Social Policy, ,,,Outputs,18,12.9,56.5,30.6,0,0,62,42,0.071879022
10006842,University of Liverpool,820,D,28,Modern Languages and Linguistics, ,,,Outputs,21,23.9,47.9,28.2,0,0,71,15,0.020819308
10006842,University of Liverpool,820,D,29,English Language and Literature, ,,,Outputs,28.3,33,43.7,19.4,3.9,0,103,14,0
10006842,University of Liverpool,820,D,30,History, ,,,Outputs,23,31,38,29.8,1.2,0,84,18,0.339505452
10006842,University of Liverpool,820,D,31,Classics, ,,,Outputs,8.5,21.2,57.6,18.2,3,0,33,4,0.022522936
10006842,University of Liverpool,820,D,32,Philosophy, ,,,Outputs,8,26.7,36.6,36.7,0,0,30,14,0.109954096
10006842,University of Liverpool,820,D,35,"Music, Drama, Dance and Performing Arts", ,,,Outputs,9,25.7,34.3,34.3,5.7,0,35,9,0.13984127
10006842,University of Liverpool,820,D,36,"Communication, Cultural and Media Studies, Library and Information Management", ,,,Outputs,7.5,15.4,34.6,26.9,23.1,0,26,12,0
10007114,University of the Highlands and Islands,6805,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy", ,,(joint submission with Robert Gordon University),Outputs,5.2,12,45.3,40,2.7,0,21,17,0.058823529
10007114,University of the Highlands and Islands,6805,B,7,Earth Systems and Environmental Sciences, ,,,Outputs,32.45,14.8,60.6,20.5,4.1,0,122,110,0.355663781
10007114,University of the Highlands and Islands,6805,C,17,"Geography, Environmental Studies and Archaeology", ,,,Outputs,13.2,2.3,34.9,51.2,6.9,4.7,43,29,0.231896552
10007114,University of the Highlands and Islands,6805,D,27,Area Studies, ,,,Outputs,7.25,10.5,52.7,31.5,0,5.3,18,5,0.24618742
10007114,University of the Highlands and Islands,6805,D,28,Modern Languages and Linguistics, ,,,Outputs,5.8,13.6,40.9,36.4,9.1,0,22,3,0
10007114,University of the Highlands and Islands,6805,D,30,History, ,,,Outputs,4.2,5.9,52.9,35.3,5.9,0,17,3,0
10007137,University of Chichester,290,A,4,"Psychology, Psychiatry and Neuroscience", ,,,Outputs,6,0,47.4,47.3,5.3,0,19,17,0.241378101
10007137,University of Chichester,290,C,26,"Sport and Exercise Sciences, Leisure and Tourism", ,,,Outputs,19,11.1,36.5,47.6,0,4.8,61,48,0.196323529
10007137,University of Chichester,290,D,29,English Language and Literature, ,,,Outputs,7.5,16.7,40,30,13.3,0,30,3,0.05
10007137,University of Chichester,290,D,30,History, ,,,Outputs,7.5,11.5,30.8,53.9,3.8,0,26,2,0.338571429
10007137,University of Chichester,290,D,35,"Music, Drama, Dance and Performing Arts", ,,,Outputs,11.7,20.9,21,23.2,30.2,4.7,43,4,0
10007138,University of Northampton,1310,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy", ,,,Outputs,13.4,7.4,25.9,57.4,7.4,1.9,54,41,0.160162602
10007138,University of Northampton,1310,A,4,"Psychology, Psychiatry and Neuroscience", ,,,Outputs,8,0,3.7,29.6,37.1,29.6,27,10,0.1
10007138,University of Northampton,1310,B,12,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering", ,,,Outputs,6.75,0,14.8,77.8,7.4,0,27,17,0.041564882
10007138,University of Northampton,1310,C,17,"Geography, Environmental Studies and Archaeology", ,,,Outputs,9.5,7.5,35,52.5,5,0,40,39,0.128205128
10007138,University of Northampton,1310,C,19,Business and Management Studies, ,,,Outputs,11.8,0,21.9,46.9,21.8,9.4,32,10,0.1
10007138,University of Northampton,1310,C,25,Education, ,,,Outputs,14.6,3.8,7.5,43.4,45.3,0,53,14,0.00255102
10007138,University of Northampton,1310,D,29,English Language and Literature, ,,,Outputs,12,4.5,52.3,31.8,11.4,0,44,3,0.01812596
10007138,University of Northampton,1310,D,30,History, ,,,Outputs,8,22.2,44.5,33.3,0,0,27,13,0.159527813
10007138,University of Northampton,1310,D,34,"Art and Design: History, Practice and Theory", ,,,Outputs,10.2,2.3,23.3,46.5,27.9,0,43,2,0
10007139,University of Worcester,1890,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy", ,,,Outputs,11.1,2.9,38.3,38.2,17.7,2.9,33,21,0.047619048
10007139,University of Worcester,1890,A,4,"Psychology, Psychiatry and Neuroscience", ,,,Outputs,10.4,3.7,29.6,22.3,37,7.4,27,17,0.14321267
10007139,University of Worcester,1890,A,5,Biological Sciences, ,,,Outputs,12.8,8.8,26.5,50,8.8,5.9,34,33,0.154377104
10007139,University of Worcester,1890,C,17,"Geography, Environmental Studies and Archaeology", ,,,Outputs,11,2.7,32.4,43.3,21.6,0,37,21,0.126190476
10007139,University of Worcester,1890,C,19,Business and Management Studies, ,,,Outputs,8.7,0,10.7,42.9,46.4,0,28,13,0.099331104
10007139,University of Worcester,1890,C,25,Education, ,,,Outputs,14.3,11.5,21.2,28.8,32.7,5.8,52,16,0.126343085
10007139,University of Worcester,1890,C,26,"Sport and Exercise Sciences, Leisure and Tourism", ,,,Outputs,14,0,37.8,40.6,18.9,2.7,36,17,0.117647059
10007139,University of Worcester,1890,D,29,English Language and Literature, ,,,Outputs,7.5,11.1,7.4,59.3,14.8,7.4,27,3,0
10007139,University of Worcester,1890,D,30,History, ,,,Outputs,5,20,30,25,25,0,20,5,0.0825
10007139,University of Worcester,1890,D,34,"Art and Design: History, Practice and Theory", ,,,Outputs,5.3,21.4,28.6,28.6,21.4,0,14,1,0.031456954
10007139,University of Worcester,1890,D,35,"Music, Drama, Dance and Performing Arts", ,,,Outputs,4.4,0,41.7,41.6,16.7,0,12,2,0.022014191
10007140,Birmingham City University,80,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy", ,,,Outputs,12.1,2,53.1,30.6,8.2,6.1,48,31,0.032258065
10007140,Birmingham City University,80,B,11,Computer Science and Informatics, ,,,Outputs,7.4,0,33.3,46.7,20,0,30,17,0
10007140,Birmingham City University,80,C,16,"Architecture, Built Environment and Planning", ,,,Outputs,4,21.4,42.9,35.7,0,0,14,9,0.258024691
10007140,Birmingham City University,80,C,19,Business and Management Studies, ,,,Outputs,4.7,5.9,29.4,47.1,17.6,0,17,8,0
10007140,Birmingham City University,80,C,22,Social Work and Social Policy, ,,,Outputs,7.2,0,18.5,55.6,22.2,3.7,27,7,0.285714286
10007140,Birmingham City University,80,C,25,Education, ,,,Outputs,7.5,16.7,40,33.3,10,0,30,9,0.111111111
10007140,Birmingham City University,80,D,29,English Language and Literature, ,,,Outputs,12.4,26.3,50,18.4,5.3,0,38,7,0.042270024
10007140,Birmingham City University,80,D,34,"Art and Design: History, Practice and Theory", ,,,Outputs,32.13,15.3,37,38.7,7.2,1.8,110,6,0.028675766
10007140,Birmingham City University,80,D,35,"Music, Drama, Dance and Performing Arts", ,,,Outputs,17.27,14.5,39.4,39.5,6.6,0,76,2,0.001057402
10007140,Birmingham City University,80,D,36,"Communication, Cultural and Media Studies, Library and Information Management", ,,,Outputs,11.21,13.3,40,30,16.7,0,30,5,0
10007141,University of Central Lancashire,250,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy", ,,,Outputs,49.56,9.7,49.4,31.6,7.2,2.1,237,210,0.152035092
10007141,University of Central Lancashire,250,A,4,"Psychology, Psychiatry and Neuroscience", ,,,Outputs,17.6,5.6,36.1,52.7,5.6,0,72,69,0.160316069
10007141,University of Central Lancashire,250,B,9,Physics, ,,,Outputs,20.91,9.5,58.4,30.9,1.2,0,84,81,0.215955855
10007141,University of Central Lancashire,250,B,13,"Electrical and Electronic Engineering, Metallurgy and Materials", ,,,Outputs,8,3.1,56.3,37.5,0,3.1,32,31,0.193548387
10007141,University of Central Lancashire,250,B,15,General Engineering, ,,,Outputs,11.6,4.1,79.6,16.3,0,0,49,44,0.100852273
10007141,University of Central Lancashire,250,C,16,"Architecture, Built Environment and Planning", ,,,Outputs,9.9,5.3,36.8,50,5.3,2.6,37,19,0.105263158
10007141,University of Central Lancashire,250,C,17,"Geography, Environmental Studies and Archaeology", ,,,Outputs,8,6.5,29,48.4,16.1,0,31,20,0.138
