UKPRN,Institution,SortOrder,MainPanel,UOA,UnitOfAssessment,msubId,MultipleSubmission,JointSubmission,Profile,StaffFte,FourStar,ThreeStar,TwoStar,OneStar,Unclassified,n_submission,p,pp_top_prop
10003678,Kingston University,720,C,19,Business and Management Studies, ,,,Outputs,24.9,16.8,41.1,32.8,8.4,0.9,107,88,0.237996309
10003678,Kingston University,720,D,29,English Language and Literature, ,,,Outputs,22.6,14.8,31.8,42,11.4,0,88,5,0
10003678,Kingston University,720,D,32,Philosophy, ,,,Outputs,6.2,25,34.4,31.2,9.4,0,32,2,0.017906977
10003678,Kingston University,720,D,34,"Art and Design: History, Practice and Theory", ,,,Outputs,23.5,24.3,47.5,25.3,2.9,0,103,10,0.212181395
10003861,Leeds Beckett University,770,A,2,"Public Health, Health Services and Primary Care", ,,,Outputs,22.6,1.1,15,37.7,39.7,6.5,93,67,0.152379136
10003861,Leeds Beckett University,770,A,4,"Psychology, Psychiatry and Neuroscience", ,,,Outputs,12,2.4,28.6,47.6,21.4,0,42,39,0.051282051
10003861,Leeds Beckett University,770,B,11,Computer Science and Informatics, ,,,Outputs,9,0,0,39.4,60.6,0,33,3,0
10003861,Leeds Beckett University,770,C,16,"Architecture, Built Environment and Planning", ,,,Outputs,18.1,14.9,24.3,41.9,17.5,1.4,74,16,0.1875
10003861,Leeds Beckett University,770,C,19,Business and Management Studies, ,,,Outputs,17.4,1.4,12.3,46.6,32.9,6.8,72,24,0.125
10003861,Leeds Beckett University,770,C,22,Social Work and Social Policy, ,,,Outputs,13.29,8.2,30.6,42.8,14.3,4.1,48,14,0.147204969
10003861,Leeds Beckett University,770,C,25,Education, ,,,Outputs,11.61,6,18,52,22,2,50,13,0
10003861,Leeds Beckett University,770,C,26,"Sport and Exercise Sciences, Leisure and Tourism", ,,,Outputs,48.6,15.9,33.6,41.7,6.1,2.7,182,113,0.125747377
10003861,Leeds Beckett University,770,D,34,"Art and Design: History, Practice and Theory", ,,,Outputs,7.89,4.5,11.4,56.8,25,2.3,43,1,0
10003861,Leeds Beckett University,770,D,35,"Music, Drama, Dance and Performing Arts", ,,,Outputs,11.2,2.5,17.5,32.5,37.5,10,40,1,0
10003861,Leeds Beckett University,770,D,36,"Communication, Cultural and Media Studies, Library and Information Management", ,,,Outputs,29.75,3.6,46.4,42.9,6.2,0.9,112,25,0.206388114
10003863,Leeds Trinity University,790,C,26,"Sport and Exercise Sciences, Leisure and Tourism", ,,,Outputs,3,NULL,NULL,NULL,NULL,NULL,9,7,0.285714286
10003863,Leeds Trinity University,790,D,30,History, ,,,Outputs,4,0,33.3,60,6.7,0,15,4,0.016213922
10003863,Leeds Trinity University,790,D,33,Theology and Religious Studies, ,,,Outputs,3.5,0,40,40,20,0,20,1,0
10003863,Leeds Trinity University,790,D,36,"Communication, Cultural and Media Studies, Library and Information Management", ,,,Outputs,4.1,20,40,33.3,6.7,0,15,1,0
10003956,Liverpool Hope University,830,A,4,"Psychology, Psychiatry and Neuroscience", ,,,Outputs,10.8,2.4,30.9,57.2,9.5,0,42,31,0.089384687
10003956,Liverpool Hope University,830,B,11,Computer Science and Informatics, ,,,Outputs,7,0,46.2,53.8,0,0,26,22,0.079393939
10003956,Liverpool Hope University,830,C,17,"Geography, Environmental Studies and Archaeology", ,,,Outputs,4.2,0,10,65,20,5,20,15,0.003055556
10003956,Liverpool Hope University,830,C,21,Politics and International Studies, ,,,Outputs,7,0,36.8,31.6,31.6,0,19,5,0.2
10003956,Liverpool Hope University,830,C,22,Social Work and Social Policy, ,,,Outputs,6.2,5.3,68.4,21,5.3,0,19,4,0
10003956,Liverpool Hope University,830,C,25,Education, ,,,Outputs,12.2,11.4,48.6,28.6,11.4,0,35,14,0.327540083
10003956,Liverpool Hope University,830,C,26,"Sport and Exercise Sciences, Leisure and Tourism", ,,,Outputs,8.6,6.7,40,40,10,3.3,30,25,0.04
10003956,Liverpool Hope University,830,D,29,English Language and Literature, ,,,Outputs,14.2,32.3,35.4,32.3,0,0,31,6,0.343478261
10003956,Liverpool Hope University,830,D,30,History, ,,,Outputs,10.6,6.5,38.7,35.4,19.4,0,31,6,0.166666667
10003956,Liverpool Hope University,830,D,33,Theology and Religious Studies, ,,,Outputs,14.9,14.5,34.8,30.4,17.4,2.9,69,9,0.008107448
10003956,Liverpool Hope University,830,D,35,"Music, Drama, Dance and Performing Arts",A,Music,,Outputs,7.75,3.8,34.7,61.5,0,0,26,3,0.007083333
10003956,Liverpool Hope University,830,D,35,"Music, Drama, Dance and Performing Arts",B,Drama,,Outputs,9,0,14.8,48.2,37,0,27,4,0.025664238
10003957,Liverpool John Moores University,840,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy", ,,,Outputs,34.5,13,47,37.4,1.7,0.9,115,111,0.175825826
10003957,Liverpool John Moores University,840,A,4,"Psychology, Psychiatry and Neuroscience", ,,,Outputs,9.7,16.1,32.3,45.1,6.5,0,31,30,0.166666667
10003957,Liverpool John Moores University,840,B,9,Physics, ,,,Outputs,22.71,22.4,63.5,12.9,1.2,0,85,80,0.425
10003957,Liverpool John Moores University,840,B,11,Computer Science and Informatics, ,,,Outputs,9.7,0,42.9,51.4,2.8,2.9,34,32,0.064583333
10003957,Liverpool John Moores University,840,B,12,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering", ,,,Outputs,13,2.6,57.9,36.9,2.6,0,38,37,0.188365962
10003957,Liverpool John Moores University,840,B,13,"Electrical and Electronic Engineering, Metallurgy and Materials", ,,,Outputs,7,0,100,0,0,0,19,19,0.130193906
10003957,Liverpool John Moores University,840,B,15,General Engineering, ,,,Outputs,11,0,79.5,17.9,0,2.6,39,35,0.142857143
10003957,Liverpool John Moores University,840,C,16,"Architecture, Built Environment and Planning", ,,,Outputs,17.2,5,35,45,15,0,60,40,0.286915225
10003957,Liverpool John Moores University,840,C,20,Law, ,,,Outputs,7,0,27.3,68.2,4.5,0,22,7,0
10003957,Liverpool John Moores University,840,C,22,Social Work and Social Policy, ,,,Outputs,8,8,56,36,0,0,25,8,0.127192982
10003957,Liverpool John Moores University,840,C,24,Anthropology and Development Studies, ,,,Outputs,13.2,16.1,32.3,41.9,9.7,0,31,30,0.244028787
10003957,Liverpool John Moores University,840,C,25,Education, ,,,Outputs,12.8,16,54,26,0,4,50,21,0.0960456
10003957,Liverpool John Moores University,840,C,26,"Sport and Exercise Sciences, Leisure and Tourism", ,,,Outputs,34.75,43.5,52.5,3.2,0.8,0,124,121,0.251747344
10003957,Liverpool John Moores University,840,D,29,English Language and Literature, ,,,Outputs,13.4,18.4,47.4,31.6,2.6,0,38,8,0.021789262
10003957,Liverpool John Moores University,840,D,30,History, ,,,Outputs,7,8.7,52.2,30.4,8.7,0,23,5,0
10003957,Liverpool John Moores University,840,D,34,"Art and Design: History, Practice and Theory", ,,,Outputs,8.6,19.4,38.9,38.9,2.8,0,36,1,0
10003957,Liverpool John Moores University,840,D,36,"Communication, Cultural and Media Studies, Library and Information Management", ,,,Outputs,13,12.5,41.7,39.5,6.3,0,48,10,0.004233983
10003958,Liverpool School of Tropical Medicine,855,A,1,Clinical Medicine, ,,(joint submission with University of Liverpool),Outputs,31,16.4,54.8,27.1,1,0.7,110,108,0.365763077
10003958,Liverpool School of Tropical Medicine,855,A,2,"Public Health, Health Services and Primary Care", ,,(joint submission with University of Warwick),Outputs,4.2,32.1,42.7,22.9,2.3,0,19,19,0.379605263
10004048,London Metropolitan University,1180,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy", ,,,Outputs,11,14.6,48.8,31.7,4.9,0,41,40,0.115075397
10004048,London Metropolitan University,1180,B,10,Mathematical Sciences, ,,,Outputs,3.9,5.6,50,44.4,0,0,18,13,0.331819651
10004048,London Metropolitan University,1180,B,11,Computer Science and Informatics, ,,,Outputs,5.4,0,29.2,50,16.6,4.2,24,21,0
10004048,London Metropolitan University,1180,C,16,"Architecture, Built Environment and Planning", ,,,Outputs,12,4.4,37.8,51.1,6.7,0,45,4,0
10004048,London Metropolitan University,1180,C,19,Business and Management Studies, ,,,Outputs,4,7.7,38.5,46.1,7.7,0,13,11,0
10004048,London Metropolitan University,1180,C,20,Law, ,,,Outputs,2,NULL,NULL,NULL,NULL,NULL,8,1,0
10004048,London Metropolitan University,1180,C,21,Politics and International Studies, ,,,Outputs,4,0,26.7,60,13.3,0,15,3,0
10004048,London Metropolitan University,1180,C,22,Social Work and Social Policy, ,,,Outputs,9.7,16.7,47.9,27.1,8.3,0,48,15,0.07037037
10004048,London Metropolitan University,1180,C,25,Education, ,,,Outputs,3.8,10.5,31.6,52.6,5.3,0,19,4,0
10004048,London Metropolitan University,1180,D,27,Area Studies, ,,,Outputs,8.5,21.4,47.6,26.2,4.8,0,42,23,0.043478261
10004048,London Metropolitan University,1180,D,34,"Art and Design: History, Practice and Theory", ,,,Outputs,8.6,13.6,61.4,15.9,9.1,0,44,1,0
10004048,London Metropolitan University,1180,D,36,"Communication, Cultural and Media Studies, Library and Information Management", ,,,Outputs,7.3,13.3,40,36.7,10,0,30,5,0.206736842
10004063,London School of Economics and Political Science,1150,B,10,Mathematical Sciences, ,,,Outputs,31.04,20,64.3,15.7,0,0,115,101,0.126231982
10004063,London School of Economics and Political Science,1150,C,17,"Geography, Environmental Studies and Archaeology", ,,,Outputs,36.2,33.8,50,16.2,0,0,130,114,0.360524706
10004063,London School of Economics and Political Science,1150,C,18,Economics and Econometrics, ,,,Outputs,51.4,56.3,33.3,4.9,0.6,4.9,183,119,0.402226723
10004063,London School of Economics and Political Science,1150,C,19,Business and Management Studies, ,,,Outputs,80.77,47.6,37.5,12.2,1.7,1,296,234,0.3134181
10004063,London School of Economics and Political Science,1150,C,20,Law, ,,,Outputs,62.87,37.8,46.9,14.4,0.9,0,222,55,0.181914332
10004063,London School of Economics and Political Science,1150,C,21,Politics and International Studies, ,,,Outputs,62.25,43.8,43.9,11,1.3,0,235,138,0.331140317
10004063,London School of Economics and Political Science,1150,C,22,Social Work and Social Policy, ,,,Outputs,47.2,55.8,37.8,6.4,0,0,172,131,0.204629785
10004063,London School of Economics and Political Science,1150,C,23,Sociology, ,,,Outputs,24.75,29.1,44.2,25.5,0,1.2,86,41,0.241463415
10004063,London School of Economics and Political Science,1150,C,24,Anthropology and Development Studies,A,Anthropology,,Outputs,19.05,31.5,41.1,23.3,1.4,2.7,72,24,0.316666667
10004063,London School of Economics and Political Science,1150,C,24,Anthropology and Development Studies,B,International development,,Outputs,22.5,20.8,49.3,23.4,6.5,0,77,45,0.259545455
10004063,London School of Economics and Political Science,1150,D,27,Area Studies, ,,,Outputs,19.65,37.3,39.8,22.9,0,0,83,52,0.377855851
10004063,London School of Economics and Political Science,1150,D,30,History, ,,,Outputs,44,32.6,45.3,20.4,1.1,0.6,172,75,0.267167818
10004063,London School of Economics and Political Science,1150,D,32,Philosophy, ,,,Outputs,16.5,26.7,46.6,26.7,0,0,60,46,0.202950875
10004063,London School of Economics and Political Science,1150,D,36,"Communication, Cultural and Media Studies, Library and Information Management", ,,,Outputs,14,46.7,44.4,8.9,0,0,45,23,0.269003786
10004078,London South Bank University,1190,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy", ,,,Outputs,14.6,7.5,58.5,32.1,1.9,0,53,44,0.160265734
10004078,London South Bank University,1190,A,4,"Psychology, Psychiatry and Neuroscience", ,,,Outputs,9.8,5.7,28.6,51.4,14.3,0,35,35,0.057142857
10004078,London South Bank University,1190,B,15,General Engineering, ,,,Outputs,33.5,3.8,56.2,36.9,3.1,0,130,119,0.08030068
10004078,London South Bank University,1190,C,19,Business and Management Studies, ,,,Outputs,9.25,2.9,5.7,42.8,42.9,5.7,35,11,0.090909091
10004078,London South Bank University,1190,C,22,Social Work and Social Policy, ,,,Outputs,14.9,14.5,50,27.4,8.1,0,62,27,0.164126932
10004078,London South Bank University,1190,C,26,"Sport and Exercise Sciences, Leisure and Tourism", ,,,Outputs,9.4,12.8,53.9,30.7,2.6,0,39,34,0.252859477
10004078,London South Bank University,1190,D,36,"Communication, Cultural and Media Studies, Library and Information Management", ,,,Outputs,10.2,2.2,47.8,30.4,15.3,4.3,46,2,0.011930586
10004113,Loughborough University,1200,B,8,Chemistry, ,,,Outputs,22.65,1.1,73.3,22.3,1.1,2.2,90,87,0.094466338
10004113,Loughborough University,1200,B,9,Physics, ,,,Outputs,19.7,6.7,54.6,36,2.7,0,75,74,0.203434685
10004113,Loughborough University,1200,B,10,Mathematical Sciences, ,,,Outputs,33.8,15.9,63.6,19.7,0.8,0,132,114,0.147376183
10004113,Loughborough University,1200,B,11,Computer Science and Informatics, ,,,Outputs,17.2,5.9,41.2,45.5,7.4,0,68,51,0.165338157
10004113,Loughborough University,1200,B,12,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering", ,,,Outputs,127.4,14.7,62.3,21.9,0.9,0.2,469,442,0.130050617
10004113,Loughborough University,1200,B,13,"Electrical and Electronic Engineering, Metallurgy and Materials", ,,,Outputs,37.6,3.1,60.3,29.7,6.1,0.8,131,114,0.150415092
10004113,Loughborough University,1200,B,14,Civil and Construction Engineering, ,,,Outputs,31.9,6.5,42.3,39,12.2,0,123,103,0.098002005
10004113,Loughborough University,1200,C,16,"Architecture, Built Environment and Planning", ,,,Outputs,32.2,29,50.8,16.2,4,0,124,71,0.136636044
10004113,Loughborough University,1200,C,17,"Geography, Environmental Studies and Archaeology", ,,,Outputs,30.2,10.5,49.5,35.2,4.8,0,105,98,0.291929431
10004113,Loughborough University,1200,C,19,Business and Management Studies, ,,,Outputs,60.5,22.2,46.1,28.7,2.6,0.4,230,181,0.163124614
10004113,Loughborough University,1200,C,22,Social Work and Social Policy, ,,,Outputs,10.46,18.9,40.6,37.8,2.7,0,37,18,0.166666667
10004113,Loughborough University,1200,C,25,Education, ,,,Outputs,7.7,22.9,54.2,22.9,0,0,35,20,0.201074468
10004113,Loughborough University,1200,C,26,"Sport and Exercise Sciences, Leisure and Tourism", ,,,Outputs,68.1,21.2,50.5,25.7,2.6,0,269,224,0.251353142
10004113,Loughborough University,1200,D,27,Area Studies, ,,,Outputs,23.5,12.2,39,35.4,13.4,0,82,19,0.128932729
10004113,Loughborough University,1200,D,29,English Language and Literature, ,,,Outputs,20.5,22.1,40.2,29.9,7.8,0,77,6,0.215151515
10004113,Loughborough University,1200,D,34,"Art and Design: History, Practice and Theory", ,,,Outputs,54.73,17.9,45.4,30.4,5.3,1,206,93,0.059602029
10004113,Loughborough University,1200,D,36,"Communication, Cultural and Media Studies, Library and Information Management",A,Library and Information management,,Outputs,16.8,23.5,39.7,28,8.8,0,68,31,0.096774194
10004113,Loughborough University,1200,D,36,"Communication, Cultural and Media Studies, Library and Information Management",B,Communication and media studies,,Outputs,30.7,41,41.7,14.4,2.9,0,139,86,0.27940956
10004180,Manchester Metropolitan University,1250,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy", ,,,Outputs,61.4,9.2,52.6,34.3,2.1,1.8,226,212,0.13517645
10004180,Manchester Metropolitan University,1250,B,7,Earth Systems and Environmental Sciences, ,,,Outputs,24,8.2,42.4,48.2,1.2,0,85,79,0.269092827
10004180,Manchester Metropolitan University,1250,B,11,Computer Science and Informatics, ,,,Outputs,11.5,0,64.9,32.4,2.7,0,37,26,0.168688231
10004180,Manchester Metropolitan University,1250,B,15,General Engineering, ,,,Outputs,21.3,10.8,55.4,30.7,3.1,0,65,63,0.184920635
10004180,Manchester Metropolitan University,1250,C,19,Business and Management Studies, ,,,Outputs,25.9,5,48.8,31.2,13.8,1.2,80,56,0.133379121
10004180,Manchester Metropolitan University,1250,C,22,Social Work and Social Policy, ,,,Outputs,14.45,13,50,30.5,6.5,0,46,25,0.139822222
10004180,Manchester Metropolitan University,1250,C,23,Sociology, ,,,Outputs,21.25,16,47,34.5,2.5,0,81,33,0.226302637
10004180,Manchester Metropolitan University,1250,C,25,Education, ,,,Outputs,22.5,20.5,35.2,40.9,3.4,0,88,45,0.119699026
10004180,Manchester Metropolitan University,1250,D,29,English Language and Literature, ,,,Outputs,22.95,21.6,48.7,22.9,6.8,0,74,6,0.384190031
10004180,Manchester Metropolitan University,1250,D,30,History, ,,,Outputs,14.2,11.8,50.9,35.3,2,0,51,14,0
10004180,Manchester Metropolitan University,1250,D,32,Philosophy, ,,,Outputs,8,6.7,23.3,46.7,23.3,0,30,4,0.085862069
10004180,Manchester Metropolitan University,1250,D,34,"Art and Design: History, Practice and Theory", ,,,Outputs,54.65,12.8,50.7,30.6,5.9,0,203,8,0.009651899
10004180,Manchester Metropolitan University,1250,D,35,"Music, Drama, Dance and Performing Arts", ,,,Outputs,10.6,8.3,38.9,30.6,19.4,2.8,35,2,0
10004351,Middlesex University,1260,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy", ,,,Outputs,14.8,11.1,52.4,33.3,1.6,1.6,63,56,0.111785714
10004351,Middlesex University,1260,A,4,"Psychology, Psychiatry and Neuroscience", ,,,Outputs,13.1,6.5,45.7,45.6,2.2,0,46,43,0.21255814
10004351,Middlesex University,1260,B,11,Computer Science and Informatics, ,,,Outputs,53.1,8.5,44.3,32.6,14.1,0.5,212,119,0.132589377
10004351,Middlesex University,1260,C,17,"Geography, Environmental Studies and Archaeology", ,,,Outputs,14.92,4.8,25.8,53.3,12.9,3.2,61,51,0.232789724
10004351,Middlesex University,1260,C,19,Business and Management Studies, ,,,Outputs,39.95,11.6,43.3,34.1,6.4,4.6,170,154,0.126071875
10004351,Middlesex University,1260,C,20,Law, ,,,Outputs,20,10.1,41.8,43,5.1,0,79,8,0
10004351,Middlesex University,1260,C,22,Social Work and Social Policy, ,,,Outputs,51.4,6.7,38.7,45.3,8.8,0.5,193,95,0.081579587
10004351,Middlesex University,1260,D,34,"Art and Design: History, Practice and Theory", ,,,Outputs,23.59,21.6,47,30.4,1,0,102,8,0.131007808
10004351,Middlesex University,1260,D,35,"Music, Drama, Dance and Performing Arts", ,,,Outputs,21.39,17.9,24.2,40,15.8,2.1,94,6,0.28831543
10004351,Middlesex University,1260,D,36,"Communication, Cultural and Media Studies, Library and Information Management", ,,,Outputs,19.6,11.3,38.7,30.6,19.4,0,62,9,0.054365079
10004775,Norwich University of the Arts,1360,D,34,"Art and Design: History, Practice and Theory", ,,,Outputs,7.45,16.7,33.3,41.7,8.3,0,36,4,0
10004797,Nottingham Trent University,1380,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy", ,,,Outputs,23.8,26.2,54.8,19,0,0,84,83,0.215209258
10004797,Nottingham Trent University,1380,A,4,"Psychology, Psychiatry and Neuroscience", ,,,Outputs,21.8,16.4,43.9,37,1.3,1.4,73,71,0.141701963
10004797,Nottingham Trent University,1380,B,11,Computer Science and Informatics, ,,,Outputs,14.25,0,21.7,43.3,35,0,60,21,0.048940719
10004797,Nottingham Trent University,1380,B,15,General Engineering, ,,,Outputs,14.4,26.8,67.8,5.4,0,0,56,54,0.166666667
10004797,Nottingham Trent University,1380,C,16,"Architecture, Built Environment and Planning", ,,,Outputs,11.2,14.6,29.3,36.6,17.1,2.4,40,10,0
10004797,Nottingham Trent University,1380,C,17,"Geography, Environmental Studies and Archaeology", ,,,Outputs,11.81,0,22.9,62.8,14.3,0,35,24,0.191587137
10004797,Nottingham Trent University,1380,C,19,Business and Management Studies, ,,,Outputs,23,13.3,40.8,38.8,7.1,0,98,78,0.094473168
10004797,Nottingham Trent University,1380,C,20,Law, ,,,Outputs,13,6.6,37.7,44.2,11.5,0,61,5,0
10004797,Nottingham Trent University,1380,C,22,Social Work and Social Policy, ,,,Outputs,9.52,7.1,28.6,45.3,19,0,42,14,0.142857143
10004797,Nottingham Trent University,1380,C,25,Education, ,,,Outputs,20.9,9.9,22.5,39.4,18.3,9.9,70,26,0.055641026
10004797,Nottingham Trent University,1380,C,26,"Sport and Exercise Sciences, Leisure and Tourism", ,,,Outputs,12.81,0,50,44.4,5.6,0,36,32,0.199294591
